SITE	f128vec	1	1	[]	flock-core/src/pcs.rs:574:20 compute_combined_basis_and_target<site_census::LogCh> <- flock-core/src/pcs.rs:373:20 open_batch_mixed_ligerito_seeded<site_census::LogCh>
SITE	f128vec	1	23	[]	flock-core/src/pcs/ligerito/extension.rs:1940:28 init_phase_statistics<site_census::LogCh> <- flock-core/src/pcs/ligerito/extension.rs:2157:19 recursive_prover_with_basis_impl<site_census::LogCh>
SITE	f128	1	1	[]	flock-core/src/pcs/jagged.rs:3007:24 prove_multipoint_twisted_with_grinding<site_census::LogCh> <- flock-core/src/pcs.rs:2290:13 {closure#8}<site_census::LogCh>
SITE	f128	23	23	[]	flock-core/src/pcs/jagged.rs:3250:24 prove_multipoint_twisted_with_grinding<site_census::LogCh> <- flock-core/src/pcs.rs:2290:13 {closure#8}<site_census::LogCh>
SITE	pow+f128	1	1	[6]	flock-core/src/pcs/ligerito/extension.rs:1929:40 {closure#1}<site_census::LogCh> <- flock-core/src/pcs/ligerito/extension.rs:1976:9 init_phase_statistics<site_census::LogCh>
SITE	f256	6	6	[]	flock-core/src/pcs/ligerito/extension.rs:2008:28 init_phase_statistics<site_census::LogCh> <- flock-core/src/pcs/ligerito/extension.rs:2157:19 recursive_prover_with_basis_impl<site_census::LogCh>
SITE	f128vec	2	36	[]	flock-core/src/pcs/ligerito/extension.rs:2455:28 recursive_prover_with_basis_impl<site_census::LogCh> <- flock-core/src/pcs/ligerito.rs:4831:5 recursive_prover_with_basis_precomputed_round0_lanes<site_census::LogCh>
SITE	f128	24	24	[]	flock-core/src/pcs/jagged.rs:2036:24 prove_frobenius_assist_with_grinding<site_census::LogCh> <- flock-core/src/pcs/jagged.rs:3334:18 prove_multipoint_twisted_with_grinding<site_census::LogCh>
SITE	f128	24	24	[]	flock-core/src/pcs/jagged.rs:2061:24 prove_frobenius_assist_with_grinding<site_census::LogCh> <- flock-core/src/pcs/jagged.rs:3334:18 prove_multipoint_twisted_with_grinding<site_census::LogCh>
SITE	pow+f128	2	2	[6]	flock-core/src/pcs/ligerito/extension.rs:2460:40 recursive_prover_with_basis_impl<site_census::LogCh> <- flock-core/src/pcs/ligerito.rs:4831:5 recursive_prover_with_basis_precomputed_round0_lanes<site_census::LogCh>
SITE	pow+f128vec	1	218	[0]	flock-core/src/pcs/ligerito.rs:4523:37 grind_and_sample_queries<site_census::LogCh> <- flock-core/src/pcs/ligerito/extension.rs:2469:30 recursive_prover_with_basis_impl<site_census::LogCh>
SITE	pow+f128vec	1	8	[9]	flock-core/src/pcs/ligerito/extension.rs:2478:20 recursive_prover_with_basis_impl<site_census::LogCh> <- flock-core/src/pcs/ligerito.rs:4831:5 recursive_prover_with_basis_precomputed_round0_lanes<site_census::LogCh>
SITE	pow+f128	1	1	[6]	flock-core/src/pcs/ligerito/extension.rs:2497:36 recursive_prover_with_basis_impl<site_census::LogCh> <- flock-core/src/pcs/ligerito.rs:4831:5 recursive_prover_with_basis_precomputed_round0_lanes<site_census::LogCh>
SITE	f256	16	16	[]	flock-core/src/pcs/ligerito/extension.rs:2519:40 recursive_prover_with_basis_impl<site_census::LogCh> <- flock-core/src/pcs/ligerito.rs:4831:5 recursive_prover_with_basis_precomputed_round0_lanes<site_census::LogCh>
SITE	f128vec	6	72	[]	flock-core/src/pcs/ligerito/extension.rs:2678:32 recursive_prover_with_basis_impl<site_census::LogCh> <- flock-core/src/pcs/ligerito.rs:4831:5 recursive_prover_with_basis_precomputed_round0_lanes<site_census::LogCh>
SITE	pow+f128	6	6	[7, 8]	flock-core/src/pcs/ligerito/extension.rs:2684:44 recursive_prover_with_basis_impl<site_census::LogCh> <- flock-core/src/pcs/ligerito.rs:4831:5 recursive_prover_with_basis_precomputed_round0_lanes<site_census::LogCh>
SITE	pow+f128vec	3	230	[0]	flock-core/src/pcs/ligerito.rs:4523:37 grind_and_sample_queries<site_census::LogCh> <- flock-core/src/pcs/ligerito/extension.rs:2693:32 recursive_prover_with_basis_impl<site_census::LogCh>
SITE	pow+f128vec	3	20	[9, 10]	flock-core/src/pcs/ligerito/extension.rs:2701:41 recursive_prover_with_basis_impl<site_census::LogCh> <- flock-core/src/pcs/ligerito.rs:4831:5 recursive_prover_with_basis_precomputed_round0_lanes<site_census::LogCh>
SITE	pow+f128	3	3	[7, 8]	flock-core/src/pcs/ligerito/extension.rs:2729:40 recursive_prover_with_basis_impl<site_census::LogCh> <- flock-core/src/pcs/ligerito.rs:4831:5 recursive_prover_with_basis_precomputed_round0_lanes<site_census::LogCh>
SITE	pow+f128vec	1	43	[0]	flock-core/src/pcs/ligerito.rs:4523:37 grind_and_sample_queries<site_census::LogCh> <- flock-core/src/pcs/ligerito/extension.rs:2577:36 recursive_prover_with_basis_impl<site_census::LogCh>
SITE	pow+f128vec	1	6	[10]	flock-core/src/pcs/ligerito/extension.rs:2585:41 recursive_prover_with_basis_impl<site_census::LogCh> <- flock-core/src/pcs/ligerito.rs:4831:5 recursive_prover_with_basis_precomputed_round0_lanes<site_census::LogCh>
SITE	pow+f128	1	1	[8]	flock-core/src/pcs/ligerito/extension.rs:2590:41 recursive_prover_with_basis_impl<site_census::LogCh> <- flock-core/src/pcs/ligerito.rs:4831:5 recursive_prover_with_basis_precomputed_round0_lanes<site_census::LogCh>
RESULT	{"pipeline":"hopper_e4m3","n_vu":1024,"m":30,"nu":16,"profile":"fast100","squeezes":196,"prove_s":1.299,"proof_bytes":450640}
